
02060,0915204930,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02061,0915205000,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02062,0915205030,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02063,0915205100,65535.00,0.03,2162.66,65535.00,0.03,2162.66,65535.00,0.03,1834.98,65535.00,0.03,2097.12,0.00 0 0 0 0 0 

02064,0915205130,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02065,0915205200,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,65535.00,0.03,1834.98,0.00 0 0 0 0 0 

02066,0915205230,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02067,0915205300,1.00,0.03,0.03,1.00,0.03,0.03,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02068,0915205330,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02069,0915205400,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,65535.00,0.03,1966.05,0.00 0 0 0 0 0 

02070,0915205430,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02071,0915205500,65535.00,0.03,2162.66,65535.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02072,0915205530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02073,0915205600,0.00,0.03,0.00,0.00,0.03,1703.91,65535.00,0.03,1834.98,0.00,0.03,0.00,0.00 0 0 0 0 0 

02074,0915205630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02075,0915205700,65535.00,0.03,1703.91,65535.00,0.03,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.00 0 0 0 0 0 

02076,0915205730,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02077,0915205800,0.00,0.03,0.00,0.00,0.03,0.02,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02078,0915205830,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02079,0915205900,0.00,0.03,0.00,0.00,0.03,0.00,65535.00,0.03,2097.12,0.00,0.03,0.00,0.00 0 0 0 0 0 

02080,0915205930,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02081,0915210000,0.00,0.04,0.00,0.00,0.04,1966.05,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02082,0915210030,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02083,0915210100,1.00,0.03,0.03,1.00,0.03,0.00,0.00,0.02,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02084,0915210130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02085,0915210200,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02086,0915210230,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02087,0915210300,65535.00,0.03,2097.12,65535.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02088,0915210330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02089,0915210400,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02090,0915210430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02091,0915210500,0.00,0.03,0.00,0.00,0.03,2097.12,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02092,0915210530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02093,0915210600,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.00 0 0 0 0 0 

02094,0915210630,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02095,0915210700,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.00 0 0 0 0 0 

02096,0915210730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02097,0915210800,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,1.00,0.03,0.03,0.00 0 0 0 0 0 

02098,0915210830,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02099,0915210900,0.00,0.03,0.00,0.00,0.03,1834.98,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02100,0915210930,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02101,0915211000,0.00,0.03,0.00,0.00,0.03,0.03,1.00,0.03,0.03,1.00,0.03,0.03,0.00 0 0 0 0 0 

02102,0915211030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02103,0915211100,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02104,0915211130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02105,0915211200,0.00,0.03,0.00,0.00,0.03,1638.38,0.00,0.02,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02106,0915211230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02107,0915211300,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02108,0915211330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02109,0915211400,0.00,0.03,0.00,0.00,0.03,0.03,1.00,0.03,0.03,0.00,0.02,0.00,0.00 0 0 0 0 0 

02110,0915211430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02111,0915211500,65535.00,0.03,2031.58,65535.00,0.03,1966.05,0.00,0.03,0.00,0.00,0.02,0.00,0.00 0 0 0 0 0 

02112,0915211530,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02113,0915211600,0.00,0.03,0.00,0.00,0.03,0.00,65535.00,0.02,1572.84,0.00,0.03,0.00,0.00 0 0 0 0 0 

02114,0915211630,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02115,0915211700,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.00,0.02,0.00,0.00 0 0 0 0 0 

02116,0915211730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02117,0915211800,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,65535.00,0.03,1703.91,0.00 0 0 0 0 0 

02118,0915211830,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02119,0915211900,0.00,0.03,0.00,0.00,0.03,0.02,1.00,0.03,0.03,0.00,0.03,0.00,0.00 0 0 0 0 0 

02120,0915211930,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02121,0915212000,0.00,0.03,0.00,0.00,0.03,1638.38,0.00,0.03,0.00,65535.00,0.03,1966.05,0.00 0 0 0 0 0 

02122,0915212030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02123,0915212100,65535.00,0.03,1966.05,65535.00,0.03,2031.58,0.00,0.03,0.00,0.00,0.02,0.00,0.00 0 0 0 0 0 

02124,0915212130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02125,0915212200,1.00,0.04,0.04,1.00,0.04,0.03,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02126,0915212230,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02127,0915212300,0.00,0.03,0.00,0.00,0.03,0.00,1.00,0.03,0.03,1.00,0.03,0.03,0.00 0 0 0 0 0 

02128,0915212330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02129,0915212400,0.00,0.03,0.00,0.00,0.03,0.00,65535.00,0.02,1310.70,0.00,0.03,0.00,0.00 0 0 0 0 0 

02130,0915212430,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02131,0915212500,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02132,0915212530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02133,0915212600,0.00,0.03,0.00,0.00,0.03,0.00,65535.00,0.03,1900.52,0.00,0.02,0.00,0.00 0 0 0 0 0 

02134,0915212630,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02135,0915212700,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.02,0.00,65535.00,0.02,1507.31,0.00 0 0 0 0 0 

02136,0915212730,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02137,0915212800,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,1.00,0.03,0.03,0.00 0 0 0 0 0 

02138,0915212830,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02139,0915212900,65535.00,0.03,2162.66,65535.00,0.03,2293.73,0.00,0.03,0.00,65535.00,0.03,2162.66,0.00 0 0 0 0 0 

02140,0915212930,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02141,0915213000,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.00 0 0 0 0 0 

02142,0915213030,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02143,0915213100,1.00,0.03,0.03,1.00,0.03,0.00,1.00,0.03,0.03,0.00,0.02,0.00,0.00 0 0 0 0 0 

02144,0915213130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02145,0915213200,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02146,0915213230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02147,0915213300,1.00,0.03,0.03,1.00,0.03,0.03,1.00,0.03,0.03,0.00,0.03,0.00,0.00 0 0 0 0 0 

02148,0915213330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02149,0915213400,65535.00,0.03,1703.91,65535.00,0.03,2162.66,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02150,0915213430,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02151,0915213500,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02152,0915213530,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02153,0915213600,1.00,0.04,0.04,1.00,0.04,0.00,0.00,0.03,0.00,65535.00,0.03,1966.05,0.00 0 0 0 0 0 

02154,0915213630,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02155,0915213700,0.00,0.03,0.00,0.00,0.03,0.00,65535.00,0.03,1769.44,0.00,0.03,0.00,0.00 0 0 0 0 0 

02156,0915213730,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02157,0915213800,0.00,0.03,0.00,0.00,0.03,2097.12,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02158,0915213830,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02159,0915213900,65535.00,0.03,2228.19,65535.00,0.03,1769.44,0.00,0.02,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02160,0915213930,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02161,0915214000,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02162,0915214030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02163,0915214100,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02164,0915214130,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02165,0915214200,1.00,0.03,0.03,1.00,0.03,0.03,0.00,0.03,0.00,1.00,0.03,0.03,0.00 0 0 0 0 0 

02166,0915214230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02167,0915214300,0.00,0.03,0.00,0.00,0.03,0.00,65535.00,0.03,1834.98,0.00,0.03,0.00,0.00 0 0 0 0 0 

02168,0915214330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02169,0915214400,0.00,0.03,0.00,0.00,0.03,0.00,65535.00,0.03,1900.52,65535.00,0.03,1900.52,0.00 0 0 0 0 0 

02170,0915214430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02171,0915214500,0.00,0.03,0.00,0.00,0.03,0.00,65535.00,0.03,1966.05,0.00,0.02,0.00,0.00 0 0 0 0 0 

02172,0915214530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02173,0915214600,65535.00,0.03,2162.66,65535.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02174,0915214630,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02175,0915214700,65535.00,0.03,1769.44,65535.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02176,0915214730,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02177,0915214800,65535.00,0.03,2031.58,65535.00,0.03,0.00,1.00,0.03,0.03,0.00,0.03,0.00,0.00 0 0 0 0 0 

02178,0915214830,0.00,0.00,0.00,0.00,0.00,0.00,65535.00,0.00,262.14,0.00,0.00,0.00,0.00 0 0 0 0 0 

02179,0915214900,1.00,0.03,0.03,1.00,0.03,0.03,0.00,0.03,0.00,1.00,0.03,0.03,0.00 0 0 0 0 0 

02180,0915214930,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02181,0915215000,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02182,0915215030,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02183,0915215100,0.00,0.03,0.00,0.00,0.03,1900.52,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02184,0915215130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02185,0915215200,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.00 0 0 0 0 0 

02186,0915215230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02187,0915215300,0.00,0.03,0.00,0.00,0.03,0.00,0.00,0.02,0.00,1.00,0.03,0.03,0.00 0 0 0 0 0 

02188,0915215330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02189,0915215400,0.00,0.02,0.00,0.00,0.02,0.00,1.00,0.03,0.03,0.00,0.02,0.00,0.00 0 0 0 0 0 

02190,0915215430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

02191,0915215500,0.00,0.03,0.00,0.00,0.03,2097.12,65535.00,0.03,1769.44,0.00,0.03,0.00,0.00 0 0 0 0 0 

02192,0915215530,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00 0 0 0 0 0 

